Date,Open,High,Low,Close,Adj Close,Volume
2021-05-20,6390.000000,6435.000000,6350.000000,6380.000000,6087.035156,64950000
2021-05-21,6450.000000,6450.000000,6260.000000,6360.000000,6067.953613,92620000
2021-05-24,6355.000000,6380.000000,6290.000000,6325.000000,6034.561035,59210000
2021-05-25,6300.000000,6440.000000,6300.000000,6355.000000,6063.182617,87470000
2021-05-27,6440.000000,6480.000000,6270.000000,6270.000000,5982.086914,537971500
2021-05-28,6330.000000,6370.000000,6330.000000,6340.000000,6048.872070,102108500
2021-05-31,6360.000000,6390.000000,6325.000000,6375.000000,6082.264648,101442000
2021-06-02,6500.000000,6515.000000,6420.000000,6465.000000,6168.131836,141732500
2021-06-03,6495.000000,6600.000000,6430.000000,6600.000000,6296.933594,133810500
2021-06-04,6620.000000,6620.000000,6500.000000,6580.000000,6277.851563,62108500
2021-06-07,6560.000000,6570.000000,6430.000000,6530.000000,6230.147461,62576000
2021-06-08,6575.000000,6575.000000,6430.000000,6430.000000,6134.739258,64348000
2021-06-09,6360.000000,6535.000000,6360.000000,6530.000000,6230.147461,77198000
2021-06-10,6555.000000,6620.000000,6490.000000,6620.000000,6316.014648,73262500
2021-06-11,6570.000000,6580.000000,6460.000000,6470.000000,6172.902832,72780500
2021-06-14,6520.000000,6520.000000,6400.000000,6410.000000,6115.657227,61478500
2021-06-15,6445.000000,6470.000000,6405.000000,6470.000000,6172.902832,87799000
2021-06-16,6420.000000,6435.000000,6360.000000,6385.000000,6091.805176,48984000
2021-06-17,6390.000000,6390.000000,6275.000000,6330.000000,6039.331543,68448500
2021-06-18,6300.000000,6345.000000,6280.000000,6325.000000,6034.561035,118043000
2021-06-21,6300.000000,6300.000000,6210.000000,6250.000000,5963.004395,60823500
2021-06-22,6250.000000,6390.000000,6240.000000,6340.000000,6048.872070,65824000
2021-06-23,6295.000000,6340.000000,6230.000000,6230.000000,5943.922852,52451000
2021-06-24,6310.000000,6310.000000,6200.000000,6210.000000,5924.841309,56010000
2021-06-25,6230.000000,6260.000000,6190.000000,6190.000000,5905.760742,68939500
2021-06-28,6100.000000,6150.000000,6055.000000,6055.000000,5776.958984,84420500
2021-06-29,6050.000000,6090.000000,6040.000000,6045.000000,5767.418457,53704000
2021-06-30,6000.000000,6070.000000,6000.000000,6025.000000,5748.336426,65795000
2021-07-01,6060.000000,6075.000000,6000.000000,6025.000000,5748.336426,58153000
2021-07-02,6070.000000,6140.000000,6040.000000,6100.000000,5819.892578,67392500
2021-07-05,6100.000000,6130.000000,6070.000000,6110.000000,5829.433594,39710500
2021-07-06,6110.000000,6110.000000,6055.000000,6055.000000,5776.958984,34279500
2021-07-07,6180.000000,6180.000000,6030.000000,6065.000000,5786.500000,35595000
2021-07-08,6000.000000,6040.000000,5980.000000,6015.000000,5738.795898,47297000
2021-07-09,6010.000000,6020.000000,5990.000000,6020.000000,5743.566406,40707500
2021-07-12,6070.000000,6180.000000,6020.000000,6170.000000,5886.678223,65981500
2021-07-13,6170.000000,6175.000000,6015.000000,6045.000000,5767.418457,65946500
2021-07-14,6020.000000,6030.000000,5980.000000,5990.000000,5714.943848,59321000
2021-07-15,6000.000000,6115.000000,5995.000000,6115.000000,5834.203613,49724000
2021-07-16,6170.000000,6170.000000,6055.000000,6110.000000,5829.433594,47998500
2021-07-19,6110.000000,6110.000000,6005.000000,6005.000000,5729.255371,47119000
2021-07-21,6050.000000,6120.000000,6010.000000,6010.000000,5734.025391,55009500
2021-07-22,6115.000000,6155.000000,6050.000000,6155.000000,5872.367676,60792000
2021-07-23,6180.000000,6190.000000,6025.000000,6035.000000,5757.877441,79938000
2021-07-26,6040.000000,6060.000000,6005.000000,6005.000000,5729.255371,48171500
2021-07-27,6005.000000,6060.000000,6000.000000,6005.000000,5729.255371,53107500
2021-07-28,6005.000000,6010.000000,5970.000000,5980.000000,5705.402832,74133000
2021-07-29,6055.000000,6085.000000,5980.000000,6040.000000,5762.647949,84605000
2021-07-30,6040.000000,6100.000000,5960.000000,5970.000000,5695.862305,105685000
2021-08-02,6060.000000,6065.000000,5905.000000,5960.000000,5686.321289,119981500
2021-08-03,6025.000000,6180.000000,5985.000000,6145.000000,5862.826172,110071500
2021-08-04,6145.000000,6150.000000,6060.000000,6120.000000,5838.974609,41112000
2021-08-05,6170.000000,6310.000000,6140.000000,6300.000000,6010.708984,93768000
2021-08-06,6360.000000,6360.000000,6135.000000,6160.000000,5877.137207,67285000
2021-08-09,6135.000000,6200.000000,6105.000000,6200.000000,5915.300781,52858500
2021-08-10,6250.000000,6300.000000,6115.000000,6300.000000,6010.708984,60446000
2021-08-12,6120.000000,6320.000000,6120.000000,6300.000000,6010.708984,118325500
2021-08-13,6350.000000,6435.000000,6325.000000,6410.000000,6115.657227,86929000
2021-08-16,6420.000000,6420.000000,6305.000000,6420.000000,6125.198730,69282000
2021-08-18,6520.000000,6760.000000,6460.000000,6600.000000,6296.933594,186354500
2021-08-19,6600.000000,6600.000000,6530.000000,6600.000000,6296.933594,100926000
2021-08-20,6600.000000,6600.000000,6510.000000,6600.000000,6296.933594,120163500
2021-08-23,6515.000000,6590.000000,6515.000000,6590.000000,6287.392090,68253000
2021-08-24,6570.000000,6600.000000,6500.000000,6600.000000,6296.933594,59561500
2021-08-25,6600.000000,6605.000000,6585.000000,6600.000000,6296.933594,80751500
2021-08-26,6560.000000,6580.000000,6470.000000,6560.000000,6258.769531,74337000
2021-08-27,6490.000000,6530.000000,6490.000000,6510.000000,6211.065918,71572500
2021-08-30,6530.000000,6580.000000,6520.000000,6565.000000,6263.540527,74564500
2021-08-31,6520.000000,6570.000000,6515.000000,6550.000000,6249.229004,115373500
2021-09-01,6550.000000,6600.000000,6535.000000,6565.000000,6263.540527,67362500
2021-09-02,6525.000000,6575.000000,6455.000000,6540.000000,6239.688477,53257000
2021-09-03,6560.000000,6600.000000,6515.000000,6600.000000,6296.933594,35764500
2021-09-06,6600.000000,6605.000000,6550.000000,6575.000000,6273.081055,36780000
2021-09-07,6595.000000,6605.000000,6570.000000,6570.000000,6268.310547,53902000
2021-09-08,6550.000000,6595.000000,6420.000000,6440.000000,6144.280273,77888000
2021-09-09,6410.000000,6570.000000,6410.000000,6570.000000,6268.310547,110074000
2021-09-10,6495.000000,6565.000000,6495.000000,6520.000000,6220.606445,41483500
2021-09-13,6560.000000,6560.000000,6525.000000,6555.000000,6253.999023,29929000
2021-09-14,6590.000000,6595.000000,6495.000000,6545.000000,6244.458496,51990500
2021-09-15,6545.000000,6550.000000,6485.000000,6495.000000,6196.753906,44514000
2021-09-16,6580.000000,6580.000000,6480.000000,6500.000000,6201.524414,58672500
2021-09-17,6490.000000,6535.000000,6480.000000,6520.000000,6220.606445,117540000
2021-09-20,6570.000000,6590.000000,6510.000000,6585.000000,6282.621582,73157500
2021-09-21,6510.000000,6535.000000,6470.000000,6490.000000,6191.984375,57115500
2021-09-22,6500.000000,6580.000000,6500.000000,6555.000000,6253.999023,68722000
2021-09-23,6555.000000,6590.000000,6545.000000,6580.000000,6277.851563,60998500
2021-09-24,6500.000000,6585.000000,6500.000000,6585.000000,6282.621582,60539500
2021-09-27,6585.000000,6595.000000,6555.000000,6580.000000,6277.851563,55052500
2021-09-28,6540.000000,6560.000000,6500.000000,6520.000000,6220.606445,80186000
2021-09-29,6520.000000,6580.000000,6515.000000,6580.000000,6277.851563,74079000
2021-09-30,6600.000000,7000.000000,6595.000000,7000.000000,6678.564941,156848000
2021-10-01,6900.000000,6900.000000,6710.000000,6760.000000,6449.585938,103954500
2021-10-04,6740.000000,6960.000000,6740.000000,6960.000000,6640.401855,74719000
2021-10-05,6910.000000,6945.000000,6860.000000,6945.000000,6626.090332,54986500
2021-10-06,6980.000000,7180.000000,6970.000000,7180.000000,6850.299805,174312000
2021-10-07,7175.000000,7175.000000,7080.000000,7160.000000,6831.217773,107263500
2021-10-08,7200.000000,7300.000000,7175.000000,7290.000000,6955.249023,94643500
2021-10-11,7240.000000,7290.000000,7230.000000,7255.000000,6921.855957,47201000
2021-10-12,7255.000000,7320.000000,7245.000000,7320.000000,6983.871094,91067000
2021-10-13,7400.000000,8250.000000,7400.000000,7525.000000,7179.458008,210893300
2021-10-14,7600.000000,7900.000000,7600.000000,7750.000000,7394.125488,138811900
2021-10-15,7800.000000,7875.000000,7450.000000,7650.000000,7298.717773,142378200
2021-10-18,7650.000000,7675.000000,7475.000000,7525.000000,7179.458008,116644300
2021-10-19,7475.000000,7525.000000,7350.000000,7500.000000,7155.605469,134601200
2021-10-21,7500.000000,7550.000000,7350.000000,7400.000000,7060.197754,106120100
2021-10-22,7450.000000,7550.000000,7425.000000,7525.000000,7179.458008,96730700
2021-10-25,7400.000000,7525.000000,7400.000000,7525.000000,7179.458008,60329800
2021-10-26,7600.000000,7600.000000,7500.000000,7525.000000,7179.458008,70103000
2021-10-27,7575.000000,7575.000000,7425.000000,7450.000000,7107.901855,57067000
2021-10-28,7350.000000,7425.000000,7350.000000,7375.000000,7036.345215,75271900
2021-10-29,7450.000000,7475.000000,7375.000000,7475.000000,7131.753906,60639200
2021-11-01,7550.000000,7550.000000,7400.000000,7400.000000,7060.197754,38593400
2021-11-02,7375.000000,7425.000000,7250.000000,7300.000000,6964.789551,90535400
2021-11-03,7300.000000,7400.000000,7250.000000,7350.000000,7012.493652,61621500
2021-11-04,7425.000000,7475.000000,7375.000000,7375.000000,7036.345215,61081400
2021-11-05,7475.000000,7475.000000,7375.000000,7450.000000,7107.901855,43120400
2021-11-08,7500.000000,7600.000000,7450.000000,7575.000000,7227.161621,85441700
2021-11-09,7600.000000,7675.000000,7575.000000,7675.000000,7322.569824,101785800
2021-11-10,7675.000000,7675.000000,7575.000000,7650.000000,7298.717773,47503900
2021-11-11,7700.000000,7750.000000,7600.000000,7675.000000,7322.569824,55790000
2021-11-12,7750.000000,7750.000000,7525.000000,7525.000000,7179.458008,52590100
2021-11-15,7625.000000,7625.000000,7500.000000,7500.000000,7155.605469,67344200
2021-11-16,7400.000000,7475.000000,7325.000000,7475.000000,7131.753906,98616900
2021-11-17,7500.000000,7575.000000,7425.000000,7575.000000,7251.413574,61968100
2021-11-18,7425.000000,7500.000000,7400.000000,7400.000000,7083.889648,78839600
2021-11-19,7425.000000,7450.000000,7375.000000,7425.000000,7107.821289,68203700
2021-11-22,7425.000000,7525.000000,7400.000000,7475.000000,7155.686035,66328300
2021-11-23,7400.000000,7500.000000,7400.000000,7475.000000,7155.686035,43477500
2021-11-24,7575.000000,7575.000000,7425.000000,7475.000000,7155.686035,35181400
2021-11-25,7450.000000,7525.000000,7425.000000,7425.000000,7107.821289,40216100
2021-11-26,7400.000000,7450.000000,7250.000000,7275.000000,6964.229004,113288400
2021-11-29,7275.000000,7425.000000,7175.000000,7400.000000,7083.889648,87907900
2021-11-30,7325.000000,7425.000000,7275.000000,7275.000000,6964.229004,144923700
2021-12-01,7275.000000,7450.000000,7275.000000,7300.000000,6988.161621,76538100
2021-12-02,7375.000000,7500.000000,7300.000000,7500.000000,7179.617676,66831000
2021-12-03,7525.000000,7525.000000,7350.000000,7375.000000,7059.957520,63283700
2021-12-06,7450.000000,7475.000000,7350.000000,7350.000000,7036.025391,56944100
2021-12-07,7450.000000,7475.000000,7350.000000,7350.000000,7036.025391,51258200
2021-12-08,7450.000000,7475.000000,7400.000000,7425.000000,7107.821289,74775000
2021-12-09,7400.000000,7450.000000,7350.000000,7350.000000,7036.025391,54886400
2021-12-10,7325.000000,7375.000000,7275.000000,7375.000000,7059.957520,91092400
2021-12-13,7375.000000,7400.000000,7300.000000,7300.000000,6988.161621,59977100
2021-12-14,7300.000000,7375.000000,7275.000000,7300.000000,6988.161621,49763600
2021-12-15,7300.000000,7375.000000,7275.000000,7300.000000,6988.161621,52477600
2021-12-16,7375.000000,7400.000000,7275.000000,7275.000000,6964.229004,95171400
2021-12-17,7325.000000,7500.000000,7300.000000,7500.000000,7179.617676,107096800
2021-12-20,7350.000000,7400.000000,7325.000000,7375.000000,7059.957520,74753000
2021-12-21,7325.000000,7400.000000,7325.000000,7375.000000,7059.957520,52386100
2021-12-22,7425.000000,7425.000000,7325.000000,7325.000000,7012.093750,33232000
2021-12-23,7325.000000,7350.000000,7300.000000,7300.000000,6988.161621,37136400
2021-12-24,7300.000000,7350.000000,7300.000000,7300.000000,6988.161621,30802100
2021-12-27,7300.000000,7350.000000,7300.000000,7350.000000,7036.025391,20722100
2021-12-28,7375.000000,7400.000000,7325.000000,7350.000000,7036.025391,39343800
2021-12-29,7350.000000,7375.000000,7300.000000,7300.000000,6988.161621,42079500
2021-12-30,7350.000000,7350.000000,7300.000000,7300.000000,6988.161621,49954700
2022-01-03,7325.000000,7400.000000,7300.000000,7325.000000,7012.093750,54287400
2022-01-04,7325.000000,7450.000000,7325.000000,7400.000000,7083.889648,70624000
2022-01-05,7450.000000,7525.000000,7375.000000,7450.000000,7131.753418,76164900
2022-01-06,7500.000000,7525.000000,7425.000000,7475.000000,7155.686035,63657100
2022-01-07,7550.000000,7700.000000,7500.000000,7650.000000,7323.209961,143433300
2022-01-10,7575.000000,7650.000000,7550.000000,7600.000000,7275.345703,45351900
2022-01-11,7650.000000,7700.000000,7625.000000,7700.000000,7371.074707,110334600
2022-01-12,7700.000000,7700.000000,7650.000000,7700.000000,7371.074707,62606000
2022-01-13,7700.000000,7750.000000,7650.000000,7700.000000,7371.074707,50025200
2022-01-14,7700.000000,7850.000000,7650.000000,7850.000000,7514.666992,65898700
2022-01-17,7900.000000,7900.000000,7700.000000,7750.000000,7418.937988,63902600
2022-01-18,7775.000000,7775.000000,7550.000000,7675.000000,7347.142090,71476300
2022-01-19,7650.000000,7725.000000,7575.000000,7675.000000,7347.142090,60389700
2022-01-20,7725.000000,7775.000000,7625.000000,7775.000000,7442.870117,59925500
2022-01-21,7775.000000,7950.000000,7700.000000,7950.000000,7610.394531,63370500
2022-01-24,7825.000000,7850.000000,7775.000000,7800.000000,7466.802246,40278300
2022-01-25,7675.000000,7775.000000,7625.000000,7775.000000,7442.870117,106796900
2022-01-26,7700.000000,7750.000000,7650.000000,7700.000000,7371.074707,53350200
2022-01-27,7625.000000,7800.000000,7625.000000,7800.000000,7466.802246,71945100
2022-01-28,7800.000000,7825.000000,7700.000000,7775.000000,7442.870117,70595000
2022-01-31,7775.000000,7775.000000,7625.000000,7625.000000,7299.278320,68122000
2022-02-02,7775.000000,7800.000000,7675.000000,7800.000000,7466.802246,65308100
2022-02-03,7800.000000,7825.000000,7700.000000,7725.000000,7395.006348,35100600
2022-02-04,7750.000000,7800.000000,7700.000000,7725.000000,7395.006348,39324700
2022-02-07,7775.000000,7800.000000,7700.000000,7800.000000,7466.802246,56813200
2022-02-08,7750.000000,7850.000000,7725.000000,7725.000000,7395.006348,61883100
2022-02-09,7850.000000,7950.000000,7800.000000,7950.000000,7610.394531,108922200
2022-02-10,7950.000000,7950.000000,7750.000000,7750.000000,7418.937988,93277000
2022-02-11,7675.000000,7825.000000,7650.000000,7825.000000,7490.734375,71968800
2022-02-14,7750.000000,7775.000000,7700.000000,7700.000000,7371.074707,57710700
2022-02-15,7750.000000,7875.000000,7725.000000,7875.000000,7538.598633,55617000
2022-02-16,7850.000000,7975.000000,7825.000000,7975.000000,7634.326660,77055100
2022-02-17,7850.000000,7925.000000,7800.000000,7900.000000,7562.530762,48704600
2022-02-18,7950.000000,7950.000000,7850.000000,7925.000000,7586.462891,56813400
2022-02-21,7925.000000,7975.000000,7900.000000,7950.000000,7610.394531,43821700
2022-02-22,7900.000000,7950.000000,7850.000000,7900.000000,7562.530762,80095500
2022-02-23,7900.000000,8100.000000,7875.000000,8050.000000,7706.123047,99240300
2022-02-24,8125.000000,8150.000000,7925.000000,8000.000000,7658.259277,124947700
2022-02-25,7950.000000,8175.000000,7925.000000,8050.000000,7706.123047,135899900
2022-03-01,8000.000000,8175.000000,8000.000000,8050.000000,7706.123047,136616800
2022-03-02,8225.000000,8225.000000,7975.000000,7975.000000,7634.326660,100301000
2022-03-04,7975.000000,8025.000000,7900.000000,7900.000000,7562.530762,132983400
2022-03-07,7800.000000,7850.000000,7700.000000,7700.000000,7371.074707,130990900
2022-03-08,7700.000000,7850.000000,7650.000000,7650.000000,7323.209961,119256500
2022-03-09,7700.000000,7950.000000,7650.000000,7850.000000,7514.666992,132814500
2022-03-10,7925.000000,7975.000000,7800.000000,7925.000000,7586.462891,86484000
2022-03-11,7725.000000,7950.000000,7725.000000,7950.000000,7610.394531,61053900
2022-03-14,8050.000000,8100.000000,7950.000000,8075.000000,7730.054688,78432100
2022-03-15,8150.000000,8200.000000,8075.000000,8150.000000,7801.851074,111214500
2022-03-16,8275.000000,8275.000000,8075.000000,8200.000000,7849.715332,149761300
2022-03-17,8300.000000,8300.000000,8000.000000,8000.000000,7658.259277,132439400
2022-03-18,8000.000000,8100.000000,7900.000000,7900.000000,7562.530762,143981700
2022-03-21,7800.000000,7950.000000,7800.000000,7900.000000,7562.530762,85485500
2022-03-22,7900.000000,7950.000000,7875.000000,7925.000000,7586.462891,60010900
2022-03-23,7925.000000,7950.000000,7825.000000,7900.000000,7562.530762,82208000
2022-03-24,7850.000000,7950.000000,7800.000000,7925.000000,7586.462891,95245100
2022-03-25,7900.000000,7950.000000,7900.000000,7950.000000,7610.394531,85101200
2022-03-28,7825.000000,7900.000000,7800.000000,7900.000000,7678.431641,83911500
2022-03-29,7875.000000,7900.000000,7825.000000,7850.000000,7629.833984,62180600
2022-03-30,7900.000000,7900.000000,7825.000000,7875.000000,7654.132813,71430600
2022-03-31,7925.000000,8000.000000,7875.000000,7975.000000,7751.328125,112691900
2022-04-01,8075.000000,8075.000000,7850.000000,7925.000000,7702.730469,105575400
2022-04-04,7925.000000,7925.000000,7825.000000,7900.000000,7678.431641,57321200
2022-04-05,7900.000000,7900.000000,7850.000000,7900.000000,7678.431641,48528300
2022-04-06,7825.000000,7850.000000,7750.000000,7750.000000,7532.638184,119263000
2022-04-07,7725.000000,7825.000000,7700.000000,7750.000000,7532.638184,68619400
2022-04-08,7800.000000,7875.000000,7775.000000,7850.000000,7629.833984,69791600
2022-04-11,7825.000000,7875.000000,7725.000000,7725.000000,7508.340332,62776200
2022-04-12,7725.000000,7800.000000,7700.000000,7800.000000,7581.236328,73471300
2022-04-13,7800.000000,7850.000000,7750.000000,7800.000000,7581.236328,57622100
2022-04-14,7800.000000,7800.000000,7700.000000,7700.000000,7484.041016,93342900
2022-04-18,7700.000000,7725.000000,7625.000000,7700.000000,7484.041016,68464700
2022-04-19,7700.000000,7700.000000,7625.000000,7625.000000,7411.144043,98632000
2022-04-20,7725.000000,7725.000000,7625.000000,7650.000000,7435.443359,124388800
2022-04-21,7800.000000,7925.000000,7750.000000,7925.000000,7702.730469,129323400
2022-04-22,7850.000000,7925.000000,7800.000000,7875.000000,7654.132813,85956100
2022-04-25,7875.000000,8000.000000,7825.000000,8000.000000,7775.626953,91279600
2022-04-26,7925.000000,8125.000000,7925.000000,8125.000000,7897.121094,128360900
2022-04-27,8075.000000,8200.000000,8075.000000,8200.000000,7970.017090,89463100
2022-04-28,8250.000000,8250.000000,8075.000000,8125.000000,7897.121094,133730600
2022-05-09,7875.000000,7900.000000,7600.000000,7600.000000,7386.845215,456796600
2022-05-10,7250.000000,7600.000000,7250.000000,7525.000000,7313.949219,268445700
2022-05-11,7525.000000,7700.000000,7450.000000,7650.000000,7435.443359,156535200
2022-05-12,7525.000000,7550.000000,7275.000000,7275.000000,7070.960938,240529600
2022-05-13,7250.000000,7475.000000,7250.000000,7325.000000,7119.558594,212968600
