Date,Open,High,Low,Close,Adj Close,Volume
2020-12-17,4360.000000,4360.000000,4310.000000,4330.000000,3835.186279,141727100
2020-12-18,4270.000000,4300.000000,4270.000000,4280.000000,3790.900146,207410700
2020-12-21,4330.000000,4340.000000,4210.000000,4210.000000,3728.899658,218968900
2020-12-22,4240.000000,4280.000000,4120.000000,4130.000000,3658.041748,171484000
2020-12-23,4150.000000,4180.000000,3950.000000,4160.000000,3684.613525,170156900
2020-12-28,4250.000000,4260.000000,4160.000000,4250.000000,3764.328857,86117000
2020-12-29,4250.000000,4280.000000,4170.000000,4180.000000,3702.327881,75203600
2020-12-30,4190.000000,4210.000000,4130.000000,4170.000000,3693.470703,90020900
2021-01-04,4150.000000,4320.000000,4150.000000,4310.000000,3817.472168,96568200
2021-01-05,4300.000000,4300.000000,4240.000000,4270.000000,3782.043457,97239100
2021-01-06,4280.000000,4300.000000,4160.000000,4200.000000,3720.042480,116634000
2021-01-07,4260.000000,4290.000000,4210.000000,4280.000000,3790.900146,128905400
2021-01-08,4330.000000,4390.000000,4300.000000,4390.000000,3888.330322,186370900
2021-01-11,4420.000000,4660.000000,4410.000000,4650.000000,4118.618164,383714500
2021-01-12,4680.000000,4770.000000,4670.000000,4720.000000,4180.618652,236714500
2021-01-13,4770.000000,4840.000000,4750.000000,4790.000000,4242.619629,210161400
2021-01-14,4820.000000,4830.000000,4720.000000,4770.000000,4224.905273,133616600
2021-01-15,4770.000000,4770.000000,4550.000000,4580.000000,4056.617676,204714500
2021-01-18,4580.000000,4650.000000,4540.000000,4620.000000,4092.046631,165968700
2021-01-19,4700.000000,4700.000000,4610.000000,4620.000000,4092.046631,138570500
2021-01-20,4670.000000,4920.000000,4650.000000,4890.000000,4331.192383,252471500
2021-01-21,4920.000000,4950.000000,4770.000000,4790.000000,4242.619629,161156700
2021-01-22,4860.000000,4860.000000,4680.000000,4720.000000,4180.618652,166662700
2021-01-25,4790.000000,4790.000000,4610.000000,4780.000000,4233.762695,150250800
2021-01-26,4780.000000,4790.000000,4620.000000,4650.000000,4118.618164,148952500
2021-01-27,4650.000000,4720.000000,4500.000000,4620.000000,4092.046631,180626300
2021-01-28,4580.000000,4650.000000,4420.000000,4470.000000,3959.187988,160243000
2021-01-29,4570.000000,4610.000000,4180.000000,4180.000000,3702.327881,280201400
2021-02-01,4180.000000,4440.000000,3960.000000,4400.000000,3897.187256,322825100
2021-02-02,4490.000000,4490.000000,4260.000000,4360.000000,3861.758545,152295400
2021-02-03,4480.000000,4480.000000,4360.000000,4380.000000,3879.472656,112944600
2021-02-04,4450.000000,4580.000000,4370.000000,4490.000000,3976.902588,147742900
2021-02-05,4540.000000,4540.000000,4420.000000,4470.000000,3959.187988,90003100
2021-02-08,4530.000000,4530.000000,4450.000000,4460.000000,3950.331055,109288100
